site,panel_id,strict_trigger_date,first_warning_date,retrospective_onset_date,days_earlier_than_trigger,onset_confidence,onset_method,reason_summary,vendor_reply_class,vendor_fault_family,field_confirmed_flag,dispute_type,vendor_note,review_priority,reaudited_earliest_visible_date,reaudited_first_warning_date,field_estimated_start_date,date_judgement,failure_mode_judgement,candidate_validity,review_confidence,note
conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda.2.0,2024-11-26,2024-11-06,2024-11-06,20,high,persistent_5of7,strict_method=critical_fault_flag|window_start=2024-09-27|first_warning=2024-11-06|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,vendor_pattern_positive,diode_like,0.0,agree_group_issue,"입력전압 27 수준, 다른 패널 43 대비 30~40% 낮음",P1,,,,,,true_positive,,초기 seed: vendor_pattern_positive / diode_like
conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.2.15,2024-12-06,2024-12-06,2024-12-06,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2024-10-07|first_warning=2024-12-06|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.2.16,2024-12-06,2024-12-05,2024-12-06,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2024-10-07|first_warning=2024-12-05|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.2.17,2024-12-06,2024-12-05,2024-12-06,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2024-10-07|first_warning=2024-12-05|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.2.9,2024-12-06,2024-12-05,2024-12-06,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2024-10-07|first_warning=2024-12-05|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
conalog,c42997a6-5881-47e7-9035-7de8a2673b54.1.0,2025-01-11,2025-01-04,2025-01-04,7,high,persistent_5of7,strict_method=critical_fault_flag|window_start=2024-11-12|first_warning=2025-01-04|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.4.17,2025-06-08,2025-06-07,2025-06-08,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-04-09|first_warning=2025-06-07|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.2.10,2025-06-10,2025-06-07,2025-06-10,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-04-11|first_warning=2025-06-07|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.3.4,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.3.5,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.4.10,2025-11-11,2025-11-03,2025-11-11,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-12|first_warning=2025-11-03|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.4.13,2025-11-11,2025-09-16,2025-11-11,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-12|first_warning=2025-09-16|recovery_reset=yes|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.4.2,2025-11-11,2025-10-18,2025-11-11,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-12|first_warning=2025-10-18|recovery_reset=yes|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.3,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.4,2025-11-11,2025-09-12,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-09-12|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.5,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.6,2025-11-11,2025-09-14,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-09-14|recovery_reset=yes|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.7,2025-11-11,2025-09-12,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-09-12|recovery_reset=yes|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.8,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.9,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.10,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.12,2025-11-11,2025-09-20,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-09-20|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.3,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.9,2025-11-11,2025-11-11,2025-11-11,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-12|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.3.0,2025-11-12,2025-11-12,2025-11-12,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-13|first_warning=2025-11-12|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.3.1,2025-11-12,2025-09-13,2025-11-12,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-13|first_warning=2025-09-13|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.3.6,2025-11-12,2025-11-11,2025-11-12,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-13|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.0,2025-11-12,2025-11-11,2025-11-12,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-13|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.1,2025-11-12,2025-11-11,2025-11-12,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-13|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.7,2025-11-12,2025-11-12,2025-11-12,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-13|first_warning=2025-11-12|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.4.22,2025-11-13,2025-11-11,2025-11-13,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-14|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.4.3,2025-11-13,2025-11-11,2025-11-13,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-14|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.2,2025-11-13,2025-11-11,2025-11-13,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-14|first_warning=2025-11-11|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.6,2025-11-16,,2025-11-16,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-17|first_warning=none|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,4fd0c566-e25e-4d51-96ca-57cc46940593.0.17,2025-11-17,2025-11-12,2025-11-17,0,medium,strict_trigger_fallback,strict_method=critical_fault_flag|window_start=2025-09-18|first_warning=2025-11-12|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.5,2025-11-17,2025-11-13,2025-11-17,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-09-18|first_warning=2025-11-13|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.4,2025-11-30,2025-11-29,2025-11-30,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-10-01|first_warning=2025-11-29|recovery_reset=no|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511.1.1,2025-12-07,2025-10-15,2025-12-07,0,medium,strict_trigger_fallback,strict_method=confirmed_fault_flag|window_start=2025-10-08|first_warning=2025-10-15|recovery_reset=yes|shadow_frac=0.0|group_off_frac=0.0,,,,,,P3,,,,,,,,
